Chr	Start	End	Region	GenomeVersion
chrX	74185926	74190014	segmentaldup	GRCh38
chrX	74316054	74325868	segmentaldup	GRCh38
chrX	74395960	74399637	segmentaldup	GRCh38
chrX	74472667	74474018	segmentaldup	GRCh38
chrX	74492462	74500124	segmentaldup	GRCh38
chrX	74589403	74593063	segmentaldup	GRCh38
chrX	74668308	74670380	segmentaldup	GRCh38
chrX	75325144	75328001	segmentaldup	GRCh38
chrX	75535487	75537663	segmentaldup	GRCh38
chrX	75548465	75553382	segmentaldup	GRCh38
chrX	75584919	75595318	segmentaldup	GRCh38
chrX	75739004	75740968	segmentaldup	GRCh38
chrX	75742510	75743579	segmentaldup	GRCh38
chrX	75820347	75821523	segmentaldup	GRCh38
chrX	75887626	75890065	segmentaldup	GRCh38
chrX	76029803	76031929	segmentaldup	GRCh38
chrX	77153451	77154877	segmentaldup	GRCh38
chrX	77505715	77507591	segmentaldup	GRCh38
chrX	77967948	77969650	segmentaldup	GRCh38
chrX	78129782	78131776	segmentaldup	GRCh38
chrX	78172334	78173626	segmentaldup	GRCh38
chrX	78196232	78197524	segmentaldup	GRCh38
chrX	79323324	79325201	segmentaldup	GRCh38
chrX	79510094	79511146	segmentaldup	GRCh38
chrX	80561620	80562682	segmentaldup	GRCh38
chrX	80569434	80572015	segmentaldup	GRCh38
chrX	80929432	80931214	segmentaldup	GRCh38
chrX	80954693	80963355	segmentaldup	GRCh38
chrX	81000000	81004217	segmentaldup	GRCh38
chrX	81695949	81697687	segmentaldup	GRCh38
chrX	82496815	82497945	segmentaldup	GRCh38
chrX	82999189	83000208	segmentaldup	GRCh38
chrX	83542396	83549254	segmentaldup	GRCh38
chrX	83747449	83750102	segmentaldup	GRCh38
chrX	84755067	84757644	segmentaldup	GRCh38
chrX	84841466	84843696	segmentaldup	GRCh38
chrX	84844068	84855620	segmentaldup	GRCh38
chrX	84873281	84884884	segmentaldup	GRCh38
chrX	84889213	84891087	segmentaldup	GRCh38
chrX	86159973	86161349	segmentaldup	GRCh38
chrX	86496436	86498270	segmentaldup	GRCh38
chrX	87703257	87704307	segmentaldup	GRCh38
chrX	88094919	88097258	segmentaldup	GRCh38
chrX	89201802	89372628	segmentaldup	GRCh38
chrX	89373655	89732547	segmentaldup	GRCh38
chrX	89742813	90000000	segmentaldup	GRCh38
chrX	90037870	90039525	segmentaldup	GRCh38
chrX	90095777	90275030	segmentaldup	GRCh38
chrX	90276317	91032371	segmentaldup	GRCh38
chrX	91143608	91255742	segmentaldup	GRCh38
chrX	91479250	91715634	segmentaldup	GRCh38
chrX	91740846	92172868	segmentaldup	GRCh38
chrX	92283924	93120510	segmentaldup	GRCh38
chrX	93221835	93223485	segmentaldup	GRCh38
chrX	93287309	93288843	segmentaldup	GRCh38
chrX	94330130	94331219	segmentaldup	GRCh38
chrX	95464051	95465130	segmentaldup	GRCh38
chrX	95499776	95500889	segmentaldup	GRCh38
chrX	95971740	95973432	segmentaldup	GRCh38
chrX	99719117	99721190	segmentaldup	GRCh38
chrX	99938213	99940294	segmentaldup	GRCh38
chrX	100155806	100156854	segmentaldup	GRCh38
chrX	100802873	100804598	segmentaldup	GRCh38
chrX	100854573	100856444	segmentaldup	GRCh38
chrX	100886682	100888673	segmentaldup	GRCh38
chrX	100910616	100911624	segmentaldup	GRCh38
chrX	100957249	100959315	segmentaldup	GRCh38
chrX	100971008	100973496	segmentaldup	GRCh38
chrX	101127038	101132469	segmentaldup	GRCh38
chrX	101136551	101138266	segmentaldup	GRCh38
chrX	101141678	101143912	segmentaldup	GRCh38
chrX	101345660	101346661	segmentaldup	GRCh38
chrX	101411935	101414125	segmentaldup	GRCh38
chrX	101495811	101497080	segmentaldup	GRCh38
chrX	101534635	101537567	segmentaldup	GRCh38
chrX	101554710	101555947	segmentaldup	GRCh38
chrX	101560470	101561900	segmentaldup	GRCh38
chrX	101597509	101602193	segmentaldup	GRCh38
chrX	101611599	101616279	segmentaldup	GRCh38
chrX	101628677	101629762	segmentaldup	GRCh38
chrX	101669079	101670647	segmentaldup	GRCh38
chrX	101706576	101708167	segmentaldup	GRCh38
chrX	101720460	101721514	segmentaldup	GRCh38
chrX	101777013	101780654	segmentaldup	GRCh38
chrX	101790654	101794489	segmentaldup	GRCh38
chrX	101796776	101805686	segmentaldup	GRCh38
chrX	101823404	101847880	segmentaldup	GRCh38
chrX	101911529	101913023	segmentaldup	GRCh38
chrX	102124812	102127575	segmentaldup	GRCh38
chrX	102140348	102143343	segmentaldup	GRCh38
chrX	102172349	102186403	segmentaldup	GRCh38
chrX	102197557	102333399	segmentaldup	GRCh38
chrX	102334479	102338060	segmentaldup	GRCh38
chrX	102340321	102348876	segmentaldup	GRCh38
chrX	102349044	102352625	segmentaldup	GRCh38
chrX	102353705	102489559	segmentaldup	GRCh38
chrX	102517003	102518078	segmentaldup	GRCh38
chrX	102545559	102547299	segmentaldup	GRCh38
chrX	102564190	102565525	segmentaldup	GRCh38
chrX	102649780	102654044	segmentaldup	GRCh38
chrX	102659562	102661841	segmentaldup	GRCh38
chrX	102710734	102715000	segmentaldup	GRCh38
chrX	102720330	102722590	segmentaldup	GRCh38
chrX	102745146	102746723	segmentaldup	GRCh38
chrX	102748696	102752439	segmentaldup	GRCh38
chrX	102865928	102867919	segmentaldup	GRCh38
chrX	102935442	102941173	segmentaldup	GRCh38
chrX	103078463	103079931	segmentaldup	GRCh38
chrX	103080752	103082132	segmentaldup	GRCh38
chrX	103087162	103092362	segmentaldup	GRCh38
chrX	103496897	103503029	segmentaldup	GRCh38
chrX	103586040	103587384	segmentaldup	GRCh38
chrX	103607383	103610050	segmentaldup	GRCh38
chrX	103650424	103651771	segmentaldup	GRCh38
chrX	103675497	103677035	segmentaldup	GRCh38
chrX	103918061	103989434	segmentaldup	GRCh38
chrX	104002361	104014113	segmentaldup	GRCh38
chrX	104034591	104049404	segmentaldup	GRCh38
chrX	104049428	104113598	segmentaldup	GRCh38
chrX	104192785	104195887	segmentaldup	GRCh38
chrX	104647032	104648060	segmentaldup	GRCh38
chrX	104824914	104826128	segmentaldup	GRCh38
chrX	105405512	105408890	segmentaldup	GRCh38
chrX	106246560	106278720	segmentaldup	GRCh38
chrX	106287626	106302723	segmentaldup	GRCh38
chrX	106308216	106310435	segmentaldup	GRCh38
chrX	106327533	106329589	segmentaldup	GRCh38
chrX	107007401	107010516	segmentaldup	GRCh38
chrX	107131989	107135688	segmentaldup	GRCh38
chrX	107322696	107327812	segmentaldup	GRCh38
chrX	107350559	107351871	segmentaldup	GRCh38
chrX	107649937	107650969	segmentaldup	GRCh38
chrX	108084206	108088098	segmentaldup	GRCh38
chrX	108153641	108154661	segmentaldup	GRCh38
chrX	108375690	108377389	segmentaldup	GRCh38
chrX	108383814	108385070	segmentaldup	GRCh38
chrX	109641334	109642852	segmentaldup	GRCh38
chrX	109864397	109865965	segmentaldup	GRCh38
chrX	110253959	110255159	segmentaldup	GRCh38
chrX	110433926	110435574	segmentaldup	GRCh38
chrX	110521125	110522911	segmentaldup	GRCh38
chrX	111617637	111621517	segmentaldup	GRCh38
chrX	111858516	111862487	segmentaldup	GRCh38
chrX	112380606	112383556	segmentaldup	GRCh38
chrX	112569724	112570916	segmentaldup	GRCh38
chrX	112648748	112649972	segmentaldup	GRCh38
chrX	114774584	114776792	segmentaldup	GRCh38
chrX	114933016	114934457	segmentaldup	GRCh38
chrX	115702788	115704205	segmentaldup	GRCh38
chrX	115718364	115719390	segmentaldup	GRCh38
chrX	115720962	115725821	segmentaldup	GRCh38
chrX	115725929	115735609	segmentaldup	GRCh38
chrX	115736607	115738949	segmentaldup	GRCh38
chrX	115838949	115889721	segmentaldup	GRCh38
chrX	115944397	115946327	segmentaldup	GRCh38
chrX	116104358	116108494	segmentaldup	GRCh38
chrX	116444751	116456265	segmentaldup	GRCh38
chrX	116669021	116680468	segmentaldup	GRCh38
chrX	116890911	116892211	segmentaldup	GRCh38
chrX	116963048	116964534	segmentaldup	GRCh38
chrX	117274553	117276107	segmentaldup	GRCh38
chrX	117397923	117401248	segmentaldup	GRCh38
chrX	117561796	117563426	segmentaldup	GRCh38
chrX	118484298	118487326	segmentaldup	GRCh38
chrX	118962976	118964054	segmentaldup	GRCh38
chrX	119036428	119039718	segmentaldup	GRCh38
chrX	119070236	119071293	segmentaldup	GRCh38
chrX	119072271	119078634	segmentaldup	GRCh38
chrX	119220717	119222437	segmentaldup	GRCh38
chrX	119469658	119471319	segmentaldup	GRCh38
chrX	119974858	119976908	segmentaldup	GRCh38
chrX	120038202	120087063	segmentaldup	GRCh38
chrX	120144764	120146337	segmentaldup	GRCh38
chrX	120149239	120198163	segmentaldup	GRCh38
chrX	120201609	120202652	segmentaldup	GRCh38
chrX	120255744	120258341	segmentaldup	GRCh38
chrX	120524642	120526507	segmentaldup	GRCh38
chrX	120734079	120735560	segmentaldup	GRCh38
chrX	120868347	120869953	segmentaldup	GRCh38
chrX	120870085	120879381	segmentaldup	GRCh38
chrX	120929381	120987017	segmentaldup	GRCh38
chrX	121049240	121050605	segmentaldup	GRCh38
chrX	121202836	121205095	segmentaldup	GRCh38
chrX	123114484	123117048	segmentaldup	GRCh38
chrX	123561918	123563798	segmentaldup	GRCh38
chrX	123733520	123735301	segmentaldup	GRCh38
chrX	123798189	123799440	segmentaldup	GRCh38
chrX	123814788	123816043	segmentaldup	GRCh38
chrX	123906985	123909023	segmentaldup	GRCh38
chrX	124280429	124281748	segmentaldup	GRCh38
chrX	126729062	126730408	segmentaldup	GRCh38
chrX	127980352	127983460	segmentaldup	GRCh38
chrX	128704829	128706182	segmentaldup	GRCh38
chrX	129041190	129042629	segmentaldup	GRCh38
chrX	129852044	129853627	segmentaldup	GRCh38
chrX	129924792	129929727	segmentaldup	GRCh38
chrX	130411345	130413651	segmentaldup	GRCh38
chrX	130496053	130497567	segmentaldup	GRCh38
chrX	131442320	131444244	segmentaldup	GRCh38
chrX	131490862	131493562	segmentaldup	GRCh38
chrX	131646657	131648237	segmentaldup	GRCh38
chrX	131677132	131681605	segmentaldup	GRCh38
chrX	131838810	131842282	segmentaldup	GRCh38
chrX	132128648	132130225	segmentaldup	GRCh38
chrX	133617093	133618344	segmentaldup	GRCh38
chrX	133663300	133664813	segmentaldup	GRCh38
chrX	133762718	133763758	segmentaldup	GRCh38
chrX	133973636	133978792	segmentaldup	GRCh38
chrX	133988243	134019373	segmentaldup	GRCh38
chrX	134038002	134039733	segmentaldup	GRCh38
chrX	134050364	134051845	segmentaldup	GRCh38
chrX	134070639	134075757	segmentaldup	GRCh38
chrX	134479073	134482504	segmentaldup	GRCh38
chrX	134503478	134506537	segmentaldup	GRCh38
chrX	134959065	134962405	segmentaldup	GRCh38
chrX	135021404	135022490	segmentaldup	GRCh38
chrX	135032380	135033648	segmentaldup	GRCh38
chrX	135050827	135052139	segmentaldup	GRCh38
chrX	135092867	135099830	segmentaldup	GRCh38
chrX	135116124	135199988	segmentaldup	GRCh38
chrX	135200223	135256413	segmentaldup	GRCh38
chrX	135285957	135287848	segmentaldup	GRCh38
chrX	135420932	135427556	segmentaldup	GRCh38
chrX	135595169	135632664	segmentaldup	GRCh38
chrX	135632810	135636186	segmentaldup	GRCh38
chrX	135649658	135684863	segmentaldup	GRCh38
chrX	135685104	135689851	segmentaldup	GRCh38
chrX	135703049	135708581	segmentaldup	GRCh38
chrX	135708636	135735206	segmentaldup	GRCh38
chrX	135735934	135741307	segmentaldup	GRCh38
chrX	135747098	135889704	segmentaldup	GRCh38
chrX	135893654	135909819	segmentaldup	GRCh38
chrX	135927874	135931240	segmentaldup	GRCh38
chrX	135942456	135949905	segmentaldup	GRCh38
chrX	136209869	136211352	segmentaldup	GRCh38
chrX	136869191	136870419	segmentaldup	GRCh38
chrX	136873243	136874453	segmentaldup	GRCh38
chrX	136930843	136934507	segmentaldup	GRCh38
chrX	136975455	136976480	segmentaldup	GRCh38
chrX	139134735	139135879	segmentaldup	GRCh38
chrX	139163573	139164907	segmentaldup	GRCh38
chrX	139447611	139448973	segmentaldup	GRCh38
chrX	139987439	139989009	segmentaldup	GRCh38
chrX	140004209	140020416	segmentaldup	GRCh38
chrX	140032298	140033882	segmentaldup	GRCh38
chrX	140071974	140076068	segmentaldup	GRCh38
chrX	140135754	140139271	segmentaldup	GRCh38
chrX	140213662	140229404	segmentaldup	GRCh38
chrX	140995026	141114593	segmentaldup	GRCh38
chrX	141223633	141253248	segmentaldup	GRCh38
chrX	141260625	141264247	segmentaldup	GRCh38
chrX	141472816	141600000	segmentaldup	GRCh38
chrX	141676598	141700907	segmentaldup	GRCh38
chrX	141701225	141702637	segmentaldup	GRCh38
chrX	141774793	141784277	segmentaldup	GRCh38
chrX	141909482	141918104	segmentaldup	GRCh38
chrX	142184815	142193399	segmentaldup	GRCh38
chrX	143499126	143502196	segmentaldup	GRCh38
chrX	143505861	143519842	segmentaldup	GRCh38
chrX	143529958	143532364	segmentaldup	GRCh38
chrX	143555095	143558602	segmentaldup	GRCh38
chrX	143594882	143596013	segmentaldup	GRCh38
chrX	143709289	143723123	segmentaldup	GRCh38
chrX	143884074	143885252	segmentaldup	GRCh38
chrX	144077866	144212554	segmentaldup	GRCh38
chrX	145242326	145246433	segmentaldup	GRCh38
chrX	145246700	145256100	segmentaldup	GRCh38
chrX	145256285	145259656	segmentaldup	GRCh38
chrX	146618738	146620749	segmentaldup	GRCh38
chrX	146800253	146827558	segmentaldup	GRCh38
chrX	146955039	146956346	segmentaldup	GRCh38
chrX	146969077	146972458	segmentaldup	GRCh38
chrX	147182883	147186730	segmentaldup	GRCh38
chrX	147279104	147287193	segmentaldup	GRCh38
chrX	147476328	147477504	segmentaldup	GRCh38
chrX	148322875	148325500	segmentaldup	GRCh38
chrX	148464664	148465929	segmentaldup	GRCh38
chrX	148858600	148859807	segmentaldup	GRCh38
chrX	148895292	148897140	segmentaldup	GRCh38
chrX	149487425	149489014	segmentaldup	GRCh38
chrX	149502817	149504215	segmentaldup	GRCh38
chrX	149525017	149528032	segmentaldup	GRCh38
chrX	149532423	149562200	segmentaldup	GRCh38
chrX	149573131	149602236	segmentaldup	GRCh38
chrX	149652864	149681127	segmentaldup	GRCh38
chrX	149711415	149713565	segmentaldup	GRCh38
chrX	149714041	149715095	segmentaldup	GRCh38
chrX	149722143	149750398	segmentaldup	GRCh38
chrX	149760321	149763480	segmentaldup	GRCh38
chrX	149767137	149796257	segmentaldup	GRCh38
chrX	149830666	149834195	segmentaldup	GRCh38
chrX	149917295	149947803	segmentaldup	GRCh38
chrX	150214487	150216892	segmentaldup	GRCh38
chrX	150230846	150232922	segmentaldup	GRCh38
chrX	150340178	150342583	segmentaldup	GRCh38
chrX	151223577	151226319	segmentaldup	GRCh38
chrX	151913985	151916711	segmentaldup	GRCh38
chrX	151916715	151919430	segmentaldup	GRCh38
chrX	152479485	152481279	segmentaldup	GRCh38
chrX	152678580	152789895	segmentaldup	GRCh38
chrX	152982558	152989220	segmentaldup	GRCh38
chrX	153051332	153052423	segmentaldup	GRCh38
chrX	153066013	153074418	segmentaldup	GRCh38
chrX	153075612	153084041	segmentaldup	GRCh38
chrX	153105760	153149741	segmentaldup	GRCh38
chrX	153250232	153294975	segmentaldup	GRCh38
chrX	153312693	153318116	segmentaldup	GRCh38
chrX	153409299	153410710	segmentaldup	GRCh38
chrX	153626277	153627672	segmentaldup	GRCh38
chrX	153686262	153712806	segmentaldup	GRCh38
chrX	153740494	153750251	segmentaldup	GRCh38
chrX	154144047	154219582	segmentaldup	GRCh38
chrX	154219584	154294510	segmentaldup	GRCh38
chrX	154301926	154304593	segmentaldup	GRCh38
chrX	154335935	154347246	segmentaldup	GRCh38
chrX	154384867	154396222	segmentaldup	GRCh38
chrX	154555684	154591327	segmentaldup	GRCh38
chrX	154608091	154648782	segmentaldup	GRCh38
chrX	154650329	154654526	segmentaldup	GRCh38
chrX	154816298	154817522	segmentaldup	GRCh38
chrX	154880814	154890327	segmentaldup	GRCh38
chrX	155006106	155007147	segmentaldup	GRCh38
chrX	155147780	155148821	segmentaldup	GRCh38
chrX	155288173	155291419	segmentaldup	GRCh38
chrX	155335093	155336485	segmentaldup	GRCh38
chrX	155336692	155386727	segmentaldup	GRCh38
chrX	155453982	155504550	segmentaldup	GRCh38
chrX	155610259	155611629	segmentaldup	GRCh38
chrX	155983780	155987224	segmentaldup	GRCh38
chrX	156000332	156030574	segmentaldup	GRCh38
chrY	3039934	3041196	segmentaldup	GRCh38
chrY	3049917	3390556	segmentaldup	GRCh38
chrY	3390564	3657611	segmentaldup	GRCh38
chrY	3665865	3844209	segmentaldup	GRCh38
chrY	3853083	4483712	segmentaldup	GRCh38
chrY	4485640	4503323	segmentaldup	GRCh38
chrY	4503652	4720620	segmentaldup	GRCh38
chrY	4720625	4960524	segmentaldup	GRCh38
chrY	4961294	5398165	segmentaldup	GRCh38
chrY	5398169	6234575	segmentaldup	GRCh38
chrY	6234811	6532742	segmentaldup	GRCh38
chrY	6532794	6724154	segmentaldup	GRCh38
chrY	6727805	6748559	segmentaldup	GRCh38
chrY	6947694	6954480	segmentaldup	GRCh38
chrY	7213611	7226015	segmentaldup	GRCh38
chrY	7271199	7290866	segmentaldup	GRCh38
chrY	7291748	7310412	segmentaldup	GRCh38
chrY	7313487	7326362	segmentaldup	GRCh38
chrY	7333660	7363453	segmentaldup	GRCh38
chrY	7365274	7376511	segmentaldup	GRCh38
chrY	7377892	7381794	segmentaldup	GRCh38
chrY	7409943	7417294	segmentaldup	GRCh38
chrY	7418452	7436934	segmentaldup	GRCh38
chrY	7443652	7450705	segmentaldup	GRCh38
chrY	7450815	7453284	segmentaldup	GRCh38
chrY	7453632	7456889	segmentaldup	GRCh38
chrY	7456953	7480222	segmentaldup	GRCh38
chrY	7481468	7491549	segmentaldup	GRCh38
chrY	7492267	7507947	segmentaldup	GRCh38
chrY	7509165	7537252	segmentaldup	GRCh38
chrY	7543614	7567869	segmentaldup	GRCh38
chrY	7571556	7578460	segmentaldup	GRCh38
chrY	7578487	7592157	segmentaldup	GRCh38
chrY	7593393	7672921	segmentaldup	GRCh38
chrY	7720503	7737007	segmentaldup	GRCh38
chrY	7791228	7803769	segmentaldup	GRCh38
chrY	8132168	8133646	segmentaldup	GRCh38
chrY	8152926	8167457	segmentaldup	GRCh38
chrY	8231139	8233028	segmentaldup	GRCh38
chrY	8407974	8411507	segmentaldup	GRCh38
chrY	8503976	8506205	segmentaldup	GRCh38
chrY	8821229	8822949	segmentaldup	GRCh38
chrY	8883488	8967031	segmentaldup	GRCh38
chrY	8993526	8994828	segmentaldup	GRCh38
chrY	9007310	9046914	segmentaldup	GRCh38
chrY	9108946	9111868	segmentaldup	GRCh38
chrY	9112716	9114283	segmentaldup	GRCh38
chrY	9116371	9226266	segmentaldup	GRCh38
chrY	9226308	9257684	segmentaldup	GRCh38
chrY	9257869	9403713	segmentaldup	GRCh38
chrY	9453713	9534943	segmentaldup	GRCh38
chrY	9542277	9564149	segmentaldup	GRCh38
chrY	9628424	9802672	segmentaldup	GRCh38
chrY	9811154	9919592	segmentaldup	GRCh38
chrY	9948192	9972838	segmentaldup	GRCh38
chrY	9995460	10013282	segmentaldup	GRCh38
chrY	10088004	10207873	segmentaldup	GRCh38
chrY	10627654	10631557	segmentaldup	GRCh38
chrY	10645833	10649989	segmentaldup	GRCh38
chrY	10657084	10659685	segmentaldup	GRCh38
chrY	10663793	10665875	segmentaldup	GRCh38
chrY	10671594	10673424	segmentaldup	GRCh38
chrY	10682499	10686063	segmentaldup	GRCh38
chrY	10687804	10690240	segmentaldup	GRCh38
chrY	10691902	10693741	segmentaldup	GRCh38
chrY	10744219	10747280	segmentaldup	GRCh38
chrY	11040853	11297246	segmentaldup	GRCh38
chrY	11308092	11310452	segmentaldup	GRCh38
chrY	11331739	11490282	segmentaldup	GRCh38
chrY	11542135	11545307	segmentaldup	GRCh38
chrY	11545496	11570475	segmentaldup	GRCh38
chrY	11570660	11592902	segmentaldup	GRCh38
chrY	11749525	11754909	segmentaldup	GRCh38
chrY	11757891	11856234	segmentaldup	GRCh38
chrY	11856619	11863510	segmentaldup	GRCh38
chrY	11872395	12037824	segmentaldup	GRCh38
chrY	12047950	12054252	segmentaldup	GRCh38
chrY	12091101	12111139	segmentaldup	GRCh38
chrY	12203864	12252518	segmentaldup	GRCh38
chrY	12292250	12311705	segmentaldup	GRCh38
chrY	12322297	12324261	segmentaldup	GRCh38
chrY	12335220	12354338	segmentaldup	GRCh38
chrY	12361995	12370112	segmentaldup	GRCh38
chrY	12372841	12393862	segmentaldup	GRCh38
chrY	12393904	12401558	segmentaldup	GRCh38
chrY	12404396	12423210	segmentaldup	GRCh38
chrY	12424814	12427826	segmentaldup	GRCh38
chrY	12428185	12477624	segmentaldup	GRCh38
chrY	12479818	12508046	segmentaldup	GRCh38
chrY	12509523	12516302	segmentaldup	GRCh38
chrY	13813149	13816925	segmentaldup	GRCh38
chrY	13897987	13934612	segmentaldup	GRCh38
chrY	13934657	13951821	segmentaldup	GRCh38
chrY	13958000	13964995	segmentaldup	GRCh38
chrY	13977654	14019657	segmentaldup	GRCh38
chrY	14023071	14060482	segmentaldup	GRCh38
chrY	14249626	14250904	segmentaldup	GRCh38
chrY	14940688	14941750	segmentaldup	GRCh38
chrY	14944801	14952088	segmentaldup	GRCh38
chrY	15145879	15153252	segmentaldup	GRCh38
chrY	15193117	15195270	segmentaldup	GRCh38
chrY	15315335	15329285	segmentaldup	GRCh38
chrY	15755820	15763676	segmentaldup	GRCh38
chrY	15874857	15883580	segmentaldup	GRCh38
chrY	15896218	15904944	segmentaldup	GRCh38
chrY	16159551	16269546	segmentaldup	GRCh38
chrY	16315775	16425797	segmentaldup	GRCh38
chrY	16618382	16619407	segmentaldup	GRCh38
chrY	17455803	17951260	segmentaldup	GRCh38
chrY	17951308	18450201	segmentaldup	GRCh38
chrY	18450212	18640361	segmentaldup	GRCh38
chrY	18680026	18870184	segmentaldup	GRCh38
chrY	18990639	18992791	segmentaldup	GRCh38
chrY	20901852	20902907	segmentaldup	GRCh38
chrY	20906162	20907415	segmentaldup	GRCh38
chrY	21005926	21021692	segmentaldup	GRCh38
chrY	21047764	21063547	segmentaldup	GRCh38
chrY	21309808	21311385	segmentaldup	GRCh38
chrY	21311566	21314108	segmentaldup	GRCh38
chrY	21314870	21317487	segmentaldup	GRCh38
chrY	21327397	21347397	segmentaldup	GRCh38
chrY	21352836	21379866	segmentaldup	GRCh38
chrY	21380227	21429850	segmentaldup	GRCh38
chrY	21474740	21492713	segmentaldup	GRCh38
chrY	21492775	21599549	segmentaldup	GRCh38
chrY	21600590	21604445	segmentaldup	GRCh38
chrY	21611064	21636605	segmentaldup	GRCh38
chrY	21640200	21739542	segmentaldup	GRCh38
chrY	21741441	21750013	segmentaldup	GRCh38
chrY	21750314	21753233	segmentaldup	GRCh38
chrY	21754363	21789281	segmentaldup	GRCh38
chrY	21805281	22208735	segmentaldup	GRCh38
chrY	22208770	22216678	segmentaldup	GRCh38
chrY	22221605	22226914	segmentaldup	GRCh38
chrY	22275286	22285544	segmentaldup	GRCh38
chrY	22292503	22294366	segmentaldup	GRCh38
chrY	22302041	22333325	segmentaldup	GRCh38
chrY	22336570	22339023	segmentaldup	GRCh38
chrY	22346685	22365008	segmentaldup	GRCh38
chrY	22374801	23144660	segmentaldup	GRCh38
chrY	23150701	24127380	segmentaldup	GRCh38
chrY	24128531	25544397	segmentaldup	GRCh38
chrY	25545548	26332449	segmentaldup	GRCh38
chrY	26332459	26402277	segmentaldup	GRCh38
chrY	26402316	26409381	segmentaldup	GRCh38
chrY	26409386	26463379	segmentaldup	GRCh38
chrY	26468358	26473811	segmentaldup	GRCh38
chrY	26477826	26481162	segmentaldup	GRCh38
